Station,Date,Amount
USW00023050,20160130,0
USC00290231,20160131,0
USC00296754,20160131,0
USW00023050,20160131,0
USC00290231,20160201,18
USC00296754,20160201,18
USW00023050,20160201,8
USC00290231,20160202,0
USC00296754,20160202,0
USW00023050,20160202,0
USC00290231,20160203,0
USC00296754,20160203,0
USW00023050,20160203,0
USC00290231,20160204,0
USC00296754,20160204,0
USW00023050,20160204,0
USC00290231,20160205,0
USC00296754,20160205,0
USW00023050,20160205,0
USC00290231,20160206,0
USC00296754,20160206,0
USW00023050,20160206,0
USC00290231,20160207,0
USC00296754,20160207,0
USW00023050,20160207,0
USC00290231,20160208,0
USC00296754,20160208,0
USW00023050,20160208,0
USC00290231,20160209,0
USC00296754,20160209,0
USW00023050,20160209,0
USC00290231,20160210,0
USC00296754,20160210,0
USW00023050,20160210,0
USC00290231,20160211,0
USC00296754,20160211,0
USW00023050,20160211,0
USC00290231,20160212,0
USC00296754,20160212,0
USW00023050,20160212,0
USC00290231,20160213,0
USC00296754,20160213,0
USW00023050,20160213,0
USC00290231,20160214,0
USC00296754,20160214,0
USW00023050,20160214,0
USC00290231,20160215,0
USC00296754,20160215,0
USW00023050,20160215,0
USC00290231,20160216,0
USC00296754,20160216,0
USW00023050,20160216,0
USC00290231,20160217,0
USC00296754,20160217,0
USW00023050,20160217,0
USC00290231,20160218,0
USC00296754,20160218,0
USW00023050,20160218,0
USC00290231,20160219,0
USC00296754,20160219,0
USW00023050,20160219,0
USC00290231,20160220,0
USC00296754,20160220,0
USW00023050,20160220,0
USC00290231,20160221,0
USC00296754,20160221,0
USW00023050,20160221,0
USC00290231,20160222,0
USC00296754,20160222,0
USW00023050,20160222,0
USC00290231,20160223,5
USC00296754,20160223,0
USW00023050,20160223,5
USC00290231,20160224,0
USC00296754,20160224,0
USW00023050,20160224,0
USC00290231,20160225,0
USC00296754,20160225,0
USW00023050,20160225,0
USC00290231,20160226,0
USC00296754,20160226,0
USW00023050,20160226,0
USC00290231,20160227,0
USC00296754,20160227,0
USW00023050,20160227,0
USC00290231,20160228,0
USC00290231,20160229,0
USC00296754,20160228,0
USC00296754,20160229,0
USW00023050,20160228,0
USW00023050,20160229,0
USC00290231,20160301,0
USC00296754,20160301,0
USW00023050,20160301,0
USC00290231,20160302,0
USC00296754,20160302,0
USW00023050,20160302,0
USC00290231,20160303,0
USC00296754,20160303,0
USW00023050,20160303,0
USC00290231,20160304,0
USC00296754,20160304,0
USW00023050,20160304,0
USC00290231,20160305,0
USC00296754,20160305,0
USW00023050,20160305,0
USC00290231,20160306,0
USC00296754,20160306,0
USW00023050,20160306,0
USC00290231,20160307,0
USC00296754,20160307,0
USW00023050,20160307,0
USC00290231,20160308,0
USC00296754,20160308,0
USW00023050,20160308,0
USC00290231,20160309,0
USC00296754,20160309,0
USW00023050,20160309,0
USC00290231,20160310,0
USC00296754,20160310,0
USW00023050,20160310,0
USC00290231,20160311,0
USC00296754,20160311,0
USW00023050,20160311,0
USC00290231,20160312,0
USC00296754,20160312,0
USW00023050,20160312,0
USC00290231,20160313,0
USC00296754,20160313,0
USW00023050,20160313,0
USC00290231,20160314,0
USC00296754,20160314,0
USW00023050,20160314,0
USC00290231,20160315,0
USC00296754,20160315,0
USW00023050,20160315,0
USC00290231,20160316,0
USC00296754,20160316,0
USW00023050,20160316,0
USC00290231,20160317,0
USC00296754,20160317,0
USW00023050,20160317,0
USC00290231,20160318,0
USC00296754,20160318,0
USW00023050,20160318,0
USC00290231,20160319,0
USC00296754,20160319,0
USW00023050,20160319,0
USC00290231,20160320,0
USC00296754,20160320,0
USW00023050,20160320,0
USC00290231,20160321,0
USC00296754,20160321,0
USW00023050,20160321,0
USC00290231,20160322,0
USC00296754,20160322,0
USW00023050,20160322,0
USC00290231,20160323,0
USC00296754,20160323,0
USW00023050,20160323,0
USC00290231,20160324,0
USC00296754,20160324,0
USW00023050,20160324,0
USC00290231,20160325,0
USC00296754,20160325,0
USW00023050,20160325,0
USC00290231,20160326,0
USC00296754,20160326,0
USW00023050,20160326,0
USC00290231,20160327,0
USC00296754,20160327,0
USW00023050,20160327,0
USC00290231,20160328,0
USC00296754,20160328,0
USW00023050,20160328,0
USC00290231,20160329,0
USC00296754,20160329,0
USW00023050,20160329,0
USC00290231,20160330,0
USC00296754,20160330,0
USW00023050,20160330,0
USC00290231,20160331,0
USC00296754,20160331,0
USW00023050,20160331,0
USC00290231,20160401,0
USC00296754,20160401,0
USW00023050,20160401,0
USC00290231,20160402,0
USC00296754,20160402,0
USW00023050,20160402,0
USC00290231,20160403,0
USC00296754,20160403,0
USW00023050,20160403,0
USC00290231,20160404,0
USC00296754,20160404,0
USW00023050,20160404,0
USC00290231,20160405,0
USC00296754,20160405,0
USW00023050,20160405,0
USC00290231,20160406,0
USC00296754,20160406,0
USW00023050,20160406,0
USC00290231,20160407,0
USC00296754,20160407,0
USW00023050,20160407,0
USC00290231,20160408,86
USC00296754,20160408,18
USW00023050,20160408,89
USC00290231,20160409,8
USC00296754,20160409,91
USW00023050,20160409,0
USC00290231,20160410,0
USC00296754,20160410,0
USW00023050,20160410,3
USC00290231,20160411,0
USC00296754,20160411,0
USW00023050,20160411,0
USC00290231,20160412,0
USC00296754,20160412,0
USW00023050,20160412,0
USC00290231,20160413,0
USC00296754,20160413,0
USW00023050,20160413,0
USC00290231,20160414,0
USC00296754,20160414,0
USW00023050,20160414,0
USC00290231,20160415,3
USC00296754,20160415,0
USW00023050,20160415,13
USC00290231,20160416,15
USC00296754,20160416,13
USW00023050,20160416,5
USC00290231,20160417,15
USC00296754,20160417,0
USW00023050,20160417,10
USC00290231,20160418,8
USC00296754,20160418,0
USW00023050,20160418,10
USC00290231,20160419,0
USC00296754,20160419,10
USW00023050,20160419,0
USC00290231,20160420,0
USC00296754,20160420,0
USW00023050,20160420,0
USC00290231,20160421,0
USC00296754,20160421,0
USW00023050,20160421,0
USC00290231,20160422,0
USC00296754,20160422,0
USW00023050,20160422,0
USC00290231,20160423,0
USC00296754,20160423,0
USW00023050,20160423,0
USC00290231,20160424,0
USC00296754,20160424,0
USW00023050,20160424,0
USC00290231,20160425,0
USC00296754,20160425,0
USW00023050,20160425,0
USC00290231,20160426,0
USC00296754,20160426,0
USW00023050,20160426,0
USC00290231,20160427,0
USC00296754,20160427,0
USW00023050,20160427,0
USC00290231,20160428,0
USC00296754,20160428,0
USW00023050,20160428,0
USC00290231,20160429,56
USC00296754,20160429,0
USW00023050,20160429,36
USC00290231,20160430,5
USC00296754,20160430,43
USW00023050,20160430,3
USC00290231,20160501,5
USW00023050,20160501,5
USC00290231,20160502,0
USW00023050,20160502,0
USC00290231,20160503,0
USW00023050,20160503,0
USC00290231,20160504,0
USW00023050,20160504,0
USC00290231,20160505,0
USW00023050,20160505,0
USC00290231,20160506,0
USW00023050,20160506,0
USC00290231,20160507,0
USW00023050,20160507,0
USC00290231,20160508,0
USW00023050,20160508,0
USC00290231,20160509,0
USW00023050,20160509,0
USC00290231,20160510,0
USW00023050,20160510,0
USC00290231,20160511,0
USW00023050,20160511,0
USC00290231,20160512,0
USW00023050,20160512,0
USC00290231,20160513,0
USW00023050,20160513,0
USC00290231,20160514,0
USW00023050,20160514,0
USC00290231,20160515,8
USW00023050,20160515,5
USC00290231,20160516,0
USW00023050,20160516,0
USC00290231,20160517,8
USW00023050,20160517,10
USC00290231,20160518,18
USW00023050,20160518,8
USC00290231,20160519,0
USW00023050,20160519,0
USC00290231,20160520,0
USW00023050,20160520,0
USC00290231,20160521,0
USW00023050,20160521,0
USC00290231,20160522,0
USW00023050,20160522,0
USC00290231,20160523,0
USW00023050,20160523,0
USC00290231,20160524,0
USW00023050,20160524,0
USC00290231,20160525,0
USW00023050,20160525,0
USC00290231,20160526,0
USW00023050,20160526,0
USC00290231,20160527,0
USW00023050,20160527,0
USC00290231,20160528,0
USW00023050,20160528,0
USC00290231,20160529,0
USW00023050,20160529,0
USC00290231,20160530,0
USC00296754,20160530,0
USW00023050,20160530,0
USC00290231,20160531,0
USC00296754,20160531,0
USW00023050,20160531,0
USC00290231,20160601,20
USC00296754,20160601,0
USW00023050,20160601,30
USC00290231,20160602,0
USC00296754,20160602,0
USW00023050,20160602,0
USC00290231,20160603,0
USC00296754,20160603,0
USW00023050,20160603,0
USC00290231,20160604,0
USC00296754,20160604,0
USW00023050,20160604,0
USC00290231,20160605,8
USC00296754,20160605,112
USW00023050,20160605,0
USC00290231,20160606,0
USC00296754,20160606,0
USW00023050,20160606,0
USC00290231,20160607,0
USC00296754,20160607,0
USW00023050,20160607,0
USC00290231,20160608,0
USC00296754,20160608,0
USW00023050,20160608,0
USC00290231,20160609,0
USC00296754,20160609,0
USW00023050,20160609,0
USC00290231,20160610,0
USC00296754,20160610,0
USW00023050,20160610,0
USC00290231,20160611,0
USC00296754,20160611,0
USW00023050,20160611,0
USC00290231,20160612,0
USC00296754,20160612,0
USW00023050,20160612,0
USC00290231,20160613,0
USC00296754,20160613,0
USW00023050,20160613,0
USC00290231,20160614,0
USC00296754,20160614,0
USW00023050,20160614,0
USC00290231,20160615,0
USC00296754,20160615,0
USW00023050,20160615,0
USC00290231,20160616,0
USC00296754,20160616,0
USW00023050,20160616,0
USC00290231,20160617,0
USC00296754,20160617,0
USW00023050,20160617,0
USC00290231,20160618,0
USC00296754,20160618,0
USW00023050,20160618,0
USC00290231,20160619,0
USC00296754,20160619,0
USW00023050,20160619,0
USC00290231,20160620,0
USC00296754,20160620,0
USW00023050,20160620,0
USC00290231,20160621,0
USC00296754,20160621,0
USW00023050,20160621,0
USC00290231,20160622,0
USC00296754,20160622,0
USW00023050,20160622,10
USC00290231,20160623,0
USC00296754,20160623,0
USW00023050,20160623,0
USC00290231,20160624,0
USC00296754,20160624,18
USW00023050,20160624,0
USC00290231,20160625,0
USC00296754,20160625,0
USW00023050,20160625,0
USC00290231,20160626,0
USC00296754,20160626,0
USW00023050,20160626,0
USC00290231,20160627,0
USC00296754,20160627,0
USW00023050,20160627,0
USC00290231,20160628,0
USC00296754,20160628,0
USW00023050,20160628,0
USC00290231,20160629,0
USC00296754,20160629,0
USW00023050,20160629,0
USC00290231,20160630,51
USC00296754,20160630,23
USW00023050,20160630,3
USC00290225,20160701,0
USC00290231,20160701,25
USC00296754,20160701,0
USW00023050,20160701,5
USC00290225,20160702,18
USC00290231,20160702,0
USC00296754,20160702,5
USW00023050,20160702,0
USC00290225,20160703,0
USC00290231,20160703,0
USC00296754,20160703,0
USW00023050,20160703,0
USC00290225,20160704,0
USC00290231,20160704,0
USC00296754,20160704,0
USW00023050,20160704,3
USC00290225,20160705,10
USC00290231,20160705,0
USC00296754,20160705,0
USW00023050,20160705,0
USC00290225,20160706,0
USC00290231,20160706,0
USC00296754,20160706,0
USW00023050,20160706,0
USC00290225,20160707,0
USC00290231,20160707,0
USC00296754,20160707,0
USW00023050,20160707,0
USC00290225,20160708,53
USC00290231,20160708,0
USC00296754,20160708,0
USW00023050,20160708,0
USC00290225,20160709,0
USC00290231,20160709,0
USC00296754,20160709,0
USW00023050,20160709,0
USC00290225,20160710,0
USC00290231,20160710,3
USC00296754,20160710,0
USW00023050,20160710,0
USC00290225,20160711,0
USC00290231,20160711,0
USC00296754,20160711,0
USW00023050,20160711,0
USC00290225,20160712,0
USC00290231,20160712,0
USC00296754,20160712,0
USW00023050,20160712,0
USC00290225,20160713,0
USC00290231,20160713,0
USC00296754,20160713,0
USW00023050,20160713,0
USC00290225,20160714,0
USC00290231,20160714,0
USC00296754,20160714,0
USW00023050,20160714,0
USC00290225,20160715,0
USC00290231,20160715,0
USC00296754,20160715,0
USW00023050,20160715,0
USC00290225,20160716,0
USC00290231,20160716,0
USC00296754,20160716,0
USW00023050,20160716,0
USC00290225,20160717,0
USC00290231,20160717,0
USC00296754,20160717,0
USW00023050,20160717,0
USC00290225,20160718,10
USC00290231,20160718,3
USC00296754,20160718,0
USW00023050,20160718,41
USC00290225,20160719,117
USC00290231,20160719,0
USC00296754,20160719,0
USW00023050,20160719,0
USC00290225,20160720,20
USC00290231,20160720,15
USC00296754,20160720,0
USW00023050,20160720,0
USC00290225,20160721,0
USC00290231,20160721,0
USC00296754,20160721,0
USW00023050,20160721,0
USC00290225,20160722,0
USC00290231,20160722,0
USC00296754,20160722,0
USW00023050,20160722,0
USC00290225,20160723,0
USC00290231,20160723,0
USC00296754,20160723,0
USW00023050,20160723,0
USC00290225,20160724,0
USC00290231,20160724,15
USC00296754,20160724,0
USW00023050,20160724,15
USC00290225,20160725,0
USC00290231,20160725,10
USC00296754,20160725,0
USW00023050,20160725,0
USC00290225,20160726,30
USC00290231,20160726,15
USC00296754,20160726,15
USW00023050,20160726,0
USC00290225,20160727,0
USC00290231,20160727,0
USC00296754,20160727,0
USW00023050,20160727,0
USC00290225,20160728,3
USC00290231,20160728,0
USC00296754,20160728,0
USW00023050,20160728,0
USC00290225,20160729,0
USC00290231,20160729,168
USC00296754,20160729,239
USW00023050,20160729,114
USC00290225,20160730,58
USC00290231,20160730,36
USC00296754,20160730,0
USW00023050,20160730,112
USC00290225,20160731,173
USC00290231,20160731,0
USC00296754,20160731,0
USW00023050,20160731,0
USC00290225,20160801,0
USC00290231,20160801,0
USC00296754,20160801,0
USW00023050,20160801,0
USC00290225,20160802,0
USC00290231,20160802,0
USC00296754,20160802,0
USW00023050,20160802,0
USC00290231,20160803,0
USC00296754,20160803,0
USW00023050,20160803,0
USC00290231,20160804,145
USC00296754,20160804,0
USW00023050,20160804,114
USC00290225,20160805,168
USC00290231,20160805,46
USC00296754,20160805,0
USW00023050,20160805,3
USC00290225,20160806,0
USC00290231,20160806,46
USC00296754,20160806,0
USW00023050,20160806,13
USC00290225,20160807,0
USC00290231,20160807,8
USC00296754,20160807,0
USW00023050,20160807,0
USC00290231,20160808,104
USC00296754,20160808,0
USW00023050,20160808,8
USC00290231,20160809,0
USC00296754,20160809,0
USW00023050,20160809,0
USC00290231,20160810,0
USC00296754,20160810,0
USW00023050,20160810,0
USC00290231,20160811,0
USC00296754,20160811,0
USW00023050,20160811,0
USC00290225,20160812,0
USC00290231,20160812,0
USC00296754,20160812,0
USW00023050,20160812,0
USC00290225,20160813,5
USC00290231,20160813,0
USC00296754,20160813,0
USW00023050,20160813,0
USC00290225,20160814,0
USC00290231,20160814,0
USC00296754,20160814,0
USW00023050,20160814,0
USC00290225,20160815,84
USC00290231,20160815,0
USC00296754,20160815,0
USW00023050,20160815,0
USC00290225,20160816,0
USC00290231,20160816,0
USC00296754,20160816,0
USW00023050,20160816,0
USC00290225,20160817,0
USC00290231,20160817,0
USC00296754,20160817,0
USW00023050,20160817,0
USC00290225,20160818,3
USC00290231,20160818,13
USC00296754,20160818,0
USW00023050,20160818,8
USC00290231,20160819,8
USC00296754,20160819,0
USW00023050,20160819,20
USC00290231,20160820,28
USC00296754,20160820,0
USW00023050,20160820,0
USC00290225,20160821,0
USC00290231,20160821,0
USC00296754,20160821,0
USW00023050,20160821,33
USC00290225,20160822,130
USC00290231,20160822,10
USC00296754,20160822,0
USW00023050,20160822,20
USC00290231,20160823,28
USC00296754,20160823,0
USW00023050,20160823,0
USC00290225,20160824,5
USC00290231,20160824,0
USC00296754,20160824,0
USW00023050,20160824,0
USC00290225,20160825,0
USC00290231,20160825,0
USC00296754,20160825,0
USW00023050,20160825,0
USC00290225,20160826,0
USC00290231,20160826,0
USC00296754,20160826,0
USW00023050,20160826,0
USC00290231,20160827,0
USC00296754,20160827,0
USW00023050,20160827,0
USC00290225,20160828,0
USC00290231,20160828,0
USC00296754,20160828,0
USW00023050,20160828,0
USC00290225,20160829,127
USC00290231,20160829,0
USC00296754,20160829,0
USW00023050,20160829,0
USC00290225,20160830,28
USC00290231,20160830,0
USC00296754,20160830,0
USW00023050,20160830,0
USC00290231,20160831,0
USC00296754,20160831,0
USW00023050,20160831,0
USC00290225,20160901,0
USC00290231,20160901,0
USW00023050,20160901,0
USC00290225,20160902,0
USC00290231,20160902,0
USW00023050,20160902,0
USC00290225,20160903,3
USC00290231,20160903,0
USW00023050,20160903,0
USC00290225,20160904,0
USC00290231,20160904,0
USW00023050,20160904,0
USC00290225,20160905,0
USC00290231,20160905,0
USW00023050,20160905,0
USC00290225,20160906,0
USC00290231,20160906,74
USW00023050,20160906,13
USC00290225,20160907,239
USC00290231,20160907,0
USW00023050,20160907,15
USC00290225,20160908,28
USC00290231,20160908,18
USW00023050,20160908,5
USC00290225,20160909,0
USC00290231,20160909,0
USW00023050,20160909,0
USC00290225,20160910,0
USC00290231,20160910,0
USW00023050,20160910,0
USC00290225,20160911,0
USC00290231,20160911,132
USW00023050,20160911,147
USC00290225,20160912,0
USC00290231,20160912,0
USW00023050,20160912,10
USC00290225,20160913,0
USC00290231,20160913,0
USW00023050,20160913,0
USC00290225,20160914,0
USC00290231,20160914,0
USW00023050,20160914,0
USC00290225,20160915,0
USC00290231,20160915,5
USW00023050,20160915,0
USC00290225,20160916,0
USC00290231,20160916,0
USW00023050,20160916,0
USC00290225,20160917,0
USC00290231,20160917,0
USW00023050,20160917,0
USC00290225,20160918,0
USC00290231,20160918,0
USW00023050,20160918,0
USC00290225,20160919,0
USC00290231,20160919,0
USW00023050,20160919,0
USC00290225,20160920,0
USC00290231,20160920,0
USW00023050,20160920,0
USC00290225,20160921,0
USC00290231,20160921,3
USW00023050,20160921,18
USC00290225,20160922,13
USC00290231,20160922,18
USW00023050,20160922,48
USC00290225,20160923,0
USC00290231,20160923,3
USW00023050,20160923,0
USC00290225,20160924,0
USC00290231,20160924,0
USW00023050,20160924,0
USC00290225,20160925,0
USC00290231,20160925,0
USW00023050,20160925,0
USC00290225,20160926,0
USC00290231,20160926,0
USW00023050,20160926,0
USC00290225,20160927,0
USC00290231,20160927,0
USW00023050,20160927,0
USC00290225,20160928,0
USC00290231,20160928,0
USW00023050,20160928,0
USC00290225,20160929,0
USC00290231,20160929,20
USW00023050,20160929,5
USC00290225,20160930,20
USC00290231,20160930,5
USW00023050,20160930,3
USC00290225,20161001,0
USC00290231,20161001,0
USW00023050,20161001,0
USC00290225,20161002,0
USC00290231,20161002,0
USW00023050,20161002,0
USC00290225,20161003,18
USC00290231,20161003,5
USW00023050,20161003,13
USC00290225,20161004,0
USC00290231,20161004,0
USW00023050,20161004,0
USC00290225,20161005,0
USC00290231,20161005,0
USW00023050,20161005,0
USC00290225,20161006,0
USC00290231,20161006,0
USW00023050,20161006,0
USC00290225,20161007,0
USC00290231,20161007,0
USW00023050,20161007,0
USC00290225,20161008,0
USC00290231,20161008,107
USW00023050,20161008,86
USC00290225,20161009,114
USC00290231,20161009,434
USW00023050,20161009,89
USC00290225,20161010,13
USC00290231,20161010,0
USW00023050,20161010,0
USC00290225,20161011,0
USC00290231,20161011,0
USW00023050,20161011,0
USC00290225,20161012,0
USC00290231,20161012,0
USW00023050,20161012,0
USC00290225,20161013,0
USC00290231,20161013,0
USW00023050,20161013,0
USC00290225,20161014,0
USC00290231,20161014,0
USW00023050,20161014,0
USC00290225,20161015,0
USC00290231,20161015,0
USW00023050,20161015,0
USC00290225,20161016,0
USC00290231,20161016,0
USW00023050,20161016,0
USC00290225,20161017,0
USC00290231,20161017,0
USW00023050,20161017,0
USC00290225,20161018,0
USC00290231,20161018,0
USW00023050,20161018,0
USC00290225,20161019,0
USC00290231,20161019,0
USW00023050,20161019,0
USC00290225,20161020,0
USC00290231,20161020,0
USW00023050,20161020,0
USC00290225,20161021,0
USC00290231,20161021,0
USW00023050,20161021,0
USC00290225,20161022,0
USC00290231,20161022,0
USW00023050,20161022,0
USC00290225,20161023,0
USC00290231,20161023,0
USW00023050,20161023,0
USC00290225,20161024,0
USC00290231,20161024,0
USW00023050,20161024,0
USC00290225,20161025,46
USC00290231,20161025,0
USW00023050,20161025,0
USC00290225,20161026,20
USC00290231,20161026,0
USW00023050,20161026,0
USC00290225,20161027,0
USC00290231,20161027,0
USW00023050,20161027,0
USC00290225,20161028,0
USC00290231,20161028,0
USW00023050,20161028,0
USC00290225,20161029,0
USC00290231,20161029,0
USW00023050,20161029,0
USC00290225,20161030,0
USC00290231,20161030,0
USW00023050,20161030,0
USC00290225,20161031,0
USC00290231,20161031,0
USW00023050,20161031,0
USC00290225,20161101,0
USC00290231,20161101,0
USW00023050,20161101,0
USC00290225,20161102,0
USC00290231,20161102,0
USW00023050,20161102,5
USC00290225,20161103,3
USC00290231,20161103,23
USW00023050,20161103,10
USC00290225,20161104,0
USC00290231,20161104,97
USW00023050,20161104,51
USC00290225,20161105,102
USC00290231,20161105,84
USW00023050,20161105,102
USC00290225,20161106,41
USC00290231,20161106,0
USW00023050,20161106,0
USC00290225,20161107,0
USC00290231,20161107,0
USW00023050,20161107,0
USC00290225,20161108,0
USC00290231,20161108,0
USW00023050,20161108,0
USC00290225,20161109,0
USC00290231,20161109,0
USW00023050,20161109,0
USC00290225,20161110,0
USC00290231,20161110,0
USW00023050,20161110,0
USC00290225,20161111,0
USC00290231,20161111,0
USW00023050,20161111,0
USC00290225,20161112,0
USC00290231,20161112,0
USW00023050,20161112,0
USC00290225,20161113,0
USC00290231,20161113,0
USW00023050,20161113,0
USC00290225,20161114,0
USC00290231,20161114,0
USW00023050,20161114,0
USC00290225,20161115,0
USC00290231,20161115,0
USW00023050,20161115,0
USC00290225,20161116,0
USC00290231,20161116,0
USW00023050,20161116,0
USC00290225,20161117,0
USC00290231,20161117,0
USW00023050,20161117,0
USC00290225,20161118,0
USC00290231,20161118,0
USW00023050,20161118,0
USC00290225,20161119,0
USC00290231,20161119,0
USW00023050,20161119,0
USC00290225,20161120,0
USC00290231,20161120,0
USW00023050,20161120,0
USC00290225,20161121,36
USC00290231,20161121,135
USW00023050,20161121,91
USC00290225,20161122,104
USC00290231,20161122,0
USW00023050,20161122,0
USC00290225,20161123,0
USC00290231,20161123,0
USW00023050,20161123,0
USC00290225,20161124,0
USC00290231,20161124,0
USW00023050,20161124,0
USC00290225,20161125,0
USC00290231,20161125,0
USW00023050,20161125,0
USC00290225,20161126,0
USC00290231,20161126,0
USW00023050,20161126,0
USC00290225,20161127,0
USC00290231,20161127,0
USW00023050,20161127,0
USC00290225,20161128,0
USC00290231,20161128,0
USW00023050,20161128,3
USC00290225,20161129,0
USC00290231,20161129,0
USW00023050,20161129,0
USC00290225,20161130,0
USC00290231,20161130,0
USW00023050,20161130,0
USC00290225,20161201,0
USC00290231,20161201,0
USW00023050,20161201,0
USC00290225,20161202,0
USC00290231,20161202,0
USW00023050,20161202,0
USC00290225,20161203,0
USC00290231,20161203,0
USW00023050,20161203,0
USC00290225,20161204,0
USC00290231,20161204,0
USW00023050,20161204,0
USC00290225,20161205,0
USC00290231,20161205,0
USW00023050,20161205,0
USC00290225,20161206,0
USC00290231,20161206,0
USW00023050,20161206,0
USC00290225,20161207,0
USC00290231,20161207,0
USW00023050,20161207,0
USC00290225,20161208,0
USC00290231,20161208,0
USW00023050,20161208,0
USC00290225,20161209,0
USC00290231,20161209,0
USW00023050,20161209,0
USC00290225,20161210,0
USC00290231,20161210,0
USW00023050,20161210,0
USC00290225,20161211,0
USC00290231,20161211,0
USW00023050,20161211,0
USC00290225,20161212,0
USC00290231,20161212,0
USW00023050,20161212,0
USC00290225,20161213,0
USC00290231,20161213,0
USW00023050,20161213,0
USC00290225,20161214,0
USC00290231,20161214,0
USW00023050,20161214,0
USC00290225,20161215,0
USC00290231,20161215,0
USW00023050,20161215,0
USC00290225,20161216,0
USC00290231,20161216,0
USW00023050,20161216,0
USC00290225,20161217,0
USC00290231,20161217,91
USW00023050,20161217,38
USC00290225,20161218,0
USC00290231,20161218,0
USW00023050,20161218,0
USC00290225,20161219,0
USC00290231,20161219,0
USW00023050,20161219,0
USC00290225,20161220,0
USC00290231,20161220,0
USW00023050,20161220,0
USC00290225,20161221,3
USC00290231,20161221,0
USW00023050,20161221,0
USC00290225,20161222,185
USC00290231,20161222,86
USW00023050,20161222,79
USC00290225,20161223,0
USC00290231,20161223,10
USW00023050,20161223,5
USC00290225,20161224,0
USC00290231,20161224,0
USW00023050,20161224,0
USC00290225,20161225,0
USC00290231,20161225,0
USW00023050,20161225,0
USC00290225,20161226,0
USC00290231,20161226,0
USW00023050,20161226,0
USC00290225,20161227,0
USC00290231,20161227,0
USW00023050,20161227,0
USC00290225,20161228,0
USC00290231,20161228,0
USW00023050,20161228,0
USC00290225,20161229,0
USC00290231,20161229,0
USW00023050,20161229,0
USC00290225,20161230,0
USC00290231,20161230,0
USW00023050,20161230,0
USC00290225,20161231,91
USC00290231,20161231,10
USW00023050,20161231,8
